Sucursal,Cajero,ID_Transaccion,Transaccion,Tiempo_Servicio_seg,Satisfaccion,Monto
85,472,10,Cobrar cheque (Cta del Bco),149.988774732268,Regular,2842.69
85,472,10,Cobrar cheque (Cta del Bco),492.02275615708,Malo,3900.53
85,472,10,Cobrar cheque (Cta del Bco),125.084482768172,Bueno,738.36
85,472,10,Cobrar cheque (Cta del Bco),201.495040598249,Muy Malo,2840.29
85,472,10,Cobrar cheque (Cta del Bco),253.459688448979,Muy Bueno,3044.14
85,472,10,Cobrar cheque (Cta del Bco),237.221735688415,Malo,907.61
85,472,10,Cobrar cheque (Cta del Bco),69.2480863308669,Muy Malo,1116.59
85,472,10,Cobrar cheque (Cta del Bco),81.9229101595245,Regular,1439.96
85,472,10,Cobrar cheque (Cta del Bco),254.055831670577,Malo,2315.07
85,472,10,Cobrar cheque (Cta del Bco),255.177802960454,Muy Malo,3003.39
85,472,10,Cobrar cheque (Cta del Bco),240.640950008982,Malo,531
85,472,10,Cobrar cheque (Cta del Bco),225.284884682601,Muy Bueno,2375.17
85,3678,2,Cobro/Pago (Cta externa),879.754201887675,Bueno,4659.55
85,3678,2,Cobro/Pago (Cta externa),283.255248870961,Muy Bueno,2877.87
85,3678,2,Cobro/Pago (Cta externa),344.523447192428,Muy Bueno,3299.9
85,3678,2,Cobro/Pago (Cta externa),419.961415831374,Bueno,2132.51
85,3678,2,Cobro/Pago (Cta externa),166.320249568074,Muy Bueno,2482.48
85,3678,2,Cobro/Pago (Cta externa),141.925972954221,Bueno,1910.45
85,3678,2,Cobro/Pago (Cta externa),738.534381071107,Bueno,4028.5
85,3678,2,Cobro/Pago (Cta externa),356.804640299737,Regular,3648.55
85,3678,2,Cobro/Pago (Cta externa),241.062815337484,Muy Bueno,2993.27
85,3678,2,Cobro/Pago (Cta externa),165.834342824901,Muy Bueno,2725.41
85,3678,2,Cobro/Pago (Cta externa),140.588362485012,Bueno,2802.24
85,3678,2,Cobro/Pago (Cta externa),398.102248370542,Muy Bueno,4026.29
85,3678,2,Cobro/Pago (Cta externa),213.396945049211,Muy Bueno,2634.25
85,3678,2,Cobro/Pago (Cta externa),93.7917753669724,Bueno,2056.99
85,3678,2,Cobro/Pago (Cta externa),580.392335491011,Bueno,2891.46
85,3678,2,Cobro/Pago (Cta externa),192.809389829323,Bueno,923.31
85,3678,2,Cobro/Pago (Cta externa),320.478935123653,Bueno,2466.83
85,3678,2,Cobro/Pago (Cta externa),174.08401991594,Regular,2342.67
85,3678,2,Cobro/Pago (Cta externa),112.346991662764,Bueno,2748.24
85,3678,2,Cobro/Pago (Cta externa),663.581502127984,Muy Bueno,2389.97
85,3678,2,Cobro/Pago (Cta externa),332.352905419336,Muy Bueno,2573.7
85,3678,2,Cobro/Pago (Cta externa),163.772651126396,Muy Bueno,2673.4
85,3678,2,Cobro/Pago (Cta externa),505.538328790677,Muy Bueno,2989.03
85,3678,2,Cobro/Pago (Cta externa),121.926050056119,Muy Bueno,2071.61
85,3678,2,Cobro/Pago (Cta externa),311.968695880579,Bueno,3239.91
85,3678,2,Cobro/Pago (Cta externa),141.443194724295,Bueno,2260.92
85,3678,2,Cobro/Pago (Cta externa),276.31249260123,Muy Bueno,3589.19
85,3678,2,Cobro/Pago (Cta externa),656.441487155276,Bueno,2056.17
85,3678,2,Cobro/Pago (Cta externa),211.928608154794,Muy Bueno,2486.88
85,3678,2,Cobro/Pago (Cta externa),283.39655241605,Regular,2582.02
85,3678,2,Cobro/Pago (Cta externa),172.445823869798,Muy Bueno,2584.13
85,3678,2,Cobro/Pago (Cta externa),260.72546516922,Bueno,1999.92
85,3678,2,Cobro/Pago (Cta externa),188.009526917648,Muy Bueno,1560.33
85,3678,2,Cobro/Pago (Cta externa),610.185654006702,Muy Bueno,4507.05
85,3678,2,Cobro/Pago (Cta externa),189.759227060616,Bueno,2081.6
85,3678,2,Cobro/Pago (Cta externa),173.576426827864,Bueno,958.9
85,3678,2,Cobro/Pago (Cta externa),151.297932440734,Bueno,2096.5
85,3678,2,Cobro/Pago (Cta externa),360.148540548837,Regular,2853.99
85,3678,2,Cobro/Pago (Cta externa),246.40809542434,Muy Bueno,1349.52
85,3678,2,Cobro/Pago (Cta externa),183.333052880365,Bueno,2203.81
85,3678,2,Cobro/Pago (Cta externa),215.268114870903,Muy Bueno,1877.72
85,3678,2,Cobro/Pago (Cta externa),725.987380768709,Bueno,3025.55
85,3678,2,Cobro/Pago (Cta externa),461.740701956762,Bueno,3783.44
85,3678,2,Cobro/Pago (Cta externa),136.823785349515,Bueno,2519.62
85,3678,2,Cobro/Pago (Cta externa),247.967052656891,Muy Bueno,1447.29
85,3678,2,Cobro/Pago (Cta externa),122.930634154171,Muy Bueno,491.12
85,3678,2,Cobro/Pago (Cta externa),285.320239721377,Bueno,2066.08
85,3678,2,Cobro/Pago (Cta externa),512.147102674166,Regular,2205.34
85,3678,2,Cobro/Pago (Cta externa),554.762081963389,Bueno,2981.92
85,3678,2,Cobro/Pago (Cta externa),441.051488669119,Bueno,3306.85
85,3678,2,Cobro/Pago (Cta externa),218.188315125438,Bueno,1799.43
85,3678,2,Cobro/Pago (Cta externa),80.8659253247956,Regular,715.52
85,3678,2,Cobro/Pago (Cta externa),308.10193422067,Bueno,2394.24
85,3678,2,Cobro/Pago (Cta externa),199.543187395423,Muy Bueno,2932.44
85,3678,2,Cobro/Pago (Cta externa),644.562006771964,Bueno,4969.76
85,3678,2,Cobro/Pago (Cta externa),696.718772436632,Bueno,2823.85
85,3678,2,Cobro/Pago (Cta externa),276.146530650045,Bueno,2124.71
85,3678,2,Cobro/Pago (Cta externa),264.391489976751,Bueno,2531.84
85,3678,2,Cobro/Pago (Cta externa),419.506653740287,Bueno,2533.07
85,3678,2,Cobro/Pago (Cta externa),446.066952597669,Regular,2695.55
85,3678,2,Cobro/Pago (Cta externa),354.617128463587,Bueno,2355.08
85,3678,2,Cobro/Pago (Cta externa),543.741810425712,Muy Bueno,2748.33
85,3678,2,Cobro/Pago (Cta externa),571.47757275007,Bueno,4209.22
85,3678,2,Cobro/Pago (Cta externa),114.394267461898,Bueno,2280.86
85,3678,2,Cobro/Pago (Cta externa),296.326312347296,Bueno,1768.31
85,3678,2,Cobro/Pago (Cta externa),447.344701614082,Muy Bueno,2163.97
85,3678,2,Cobro/Pago (Cta externa),217.026461985487,Muy Bueno,1432.01
85,3678,2,Cobro/Pago (Cta externa),200.464379760264,Regular,2187.5
85,3678,2,Cobro/Pago (Cta externa),486.827928014084,Bueno,2064.48
85,3678,2,Cobro/Pago (Cta externa),627.519954272216,Regular,4880.49
85,3678,2,Cobro/Pago (Cta externa),223.556716449497,Bueno,869.58
85,3678,2,Cobro/Pago (Cta externa),276.569893092461,Muy Bueno,3263.91
85,3678,2,Cobro/Pago (Cta externa),282.377359882022,Muy Bueno,2880.92
85,3678,2,Cobro/Pago (Cta externa),181.587683243398,Regular,2405.23
85,3678,2,Cobro/Pago (Cta externa),394.302906442085,Bueno,3079.77
85,3678,2,Cobro/Pago (Cta externa),187.988076685727,Muy Bueno,2674.5
85,3678,2,Cobro/Pago (Cta externa),468.778464433385,Muy Bueno,2411.76
85,3678,2,Cobro/Pago (Cta externa),309.050849410599,Muy Bueno,2077.31
85,3678,2,Cobro/Pago (Cta externa),283.755441422833,Muy Bueno,1419.89
85,3678,2,Cobro/Pago (Cta externa),231.334977020178,Muy Bueno,1951.18
85,3678,2,Cobro/Pago (Cta externa),361.093584978247,Muy Bueno,2620.82
85,3678,2,Cobro/Pago (Cta externa),751.05219917115,Malo,3433.89
85,3678,2,Cobro/Pago (Cta externa),313.589362169062,Bueno,3219.63
85,3678,2,Cobro/Pago (Cta externa),429.60870222709,Muy Bueno,3082.46
85,3678,2,Cobro/Pago (Cta externa),276.666921598623,Bueno,414.11
85,3678,2,Cobro/Pago (Cta externa),173.160675629041,Regular,2352.39
85,3678,2,Cobro/Pago (Cta externa),194.759072877372,Bueno,2437.48
85,3678,2,Cobro/Pago (Cta externa),289.227922239752,Muy Bueno,2562.3
85,3678,2,Cobro/Pago (Cta externa),214.857865699409,Malo,1750.15
85,3678,2,Cobro/Pago (Cta externa),284.368798872232,Malo,2312.76
85,3678,2,Cobro/Pago (Cta externa),107.574856547219,Regular,351.81
85,3678,2,Cobro/Pago (Cta externa),471.432683039415,Regular,3679.5
85,3678,2,Cobro/Pago (Cta externa),438.480946626122,Muy Bueno,4638.84
85,3678,2,Cobro/Pago (Cta externa),151.747191874143,Muy Bueno,2077.11
85,3678,2,Cobro/Pago (Cta externa),202.24168743992,Muy Bueno,2251.2
85,3678,2,Cobro/Pago (Cta externa),143.062842111684,Bueno,2321.88
85,3678,2,Cobro/Pago (Cta externa),351.121390439564,Bueno,2888.67
85,3678,2,Cobro/Pago (Cta externa),319.906525134591,Regular,2456.99
85,3678,2,Cobro/Pago (Cta externa),254.525972844248,Bueno,2324.32
85,3678,2,Cobro/Pago (Cta externa),379.527835789448,Regular,2648.18
85,3678,2,Cobro/Pago (Cta externa),353.891219170926,Muy Bueno,4001.5
85,3678,2,Cobro/Pago (Cta externa),312.11253630772,Regular,3073.21
85,3678,2,Cobro/Pago (Cta externa),796.105030303357,Regular,4973.21
85,3678,2,Cobro/Pago (Cta externa),418.144443164673,Bueno,2265.07
85,3678,2,Cobro/Pago (Cta externa),741.108836656558,Muy Bueno,3303.83
85,3678,2,Cobro/Pago (Cta externa),158.963363777469,Bueno,553.26
85,3678,2,Cobro/Pago (Cta externa),206.420858202117,Muy Bueno,2974.78
85,3678,2,Cobro/Pago (Cta externa),395.364184164692,Bueno,2374.66
85,3678,2,Cobro/Pago (Cta externa),147.434399065159,Bueno,2093.39
85,3678,2,Cobro/Pago (Cta externa),346.314651934939,Regular,3469.7
85,3678,2,Cobro/Pago (Cta externa),213.171611772937,Muy Bueno,2811.78
85,3678,2,Cobro/Pago (Cta externa),257.491625283415,Regular,2163.67
85,3678,2,Cobro/Pago (Cta externa),91.4226352058135,Bueno,2168.8
85,3678,2,Cobro/Pago (Cta externa),522.468151566141,Bueno,3580.36
85,3678,2,Cobro/Pago (Cta externa),171.38780074994,Muy Malo,1815.41
85,3678,2,Cobro/Pago (Cta externa),139.190607953512,Bueno,2352.12
85,3678,2,Cobro/Pago (Cta externa),146.112295750529,Muy Bueno,1792.62
85,3678,2,Cobro/Pago (Cta externa),435.226153013622,Muy Bueno,2108.94
85,3678,2,Cobro/Pago (Cta externa),301.935764500965,Muy Bueno,2864.27
85,3678,2,Cobro/Pago (Cta externa),947.596243053235,Muy Bueno,5228.74
85,3678,2,Cobro/Pago (Cta externa),386.438520747029,Regular,3025.18
85,3678,2,Cobro/Pago (Cta externa),90.4148915199346,Bueno,2054.62
85,3678,2,Cobro/Pago (Cta externa),534.072235235818,Muy Bueno,2868.22
85,3678,2,Cobro/Pago (Cta externa),170.710171645155,Regular,2585.25
85,3678,2,Cobro/Pago (Cta externa),157.12243059446,Bueno,2423.45
85,3678,2,Cobro/Pago (Cta externa),455.515170209588,Malo,2442.31
85,3678,2,Cobro/Pago (Cta externa),580.94105603358,Muy Bueno,3279.21
85,3678,2,Cobro/Pago (Cta externa),220.237536974791,Malo,724.84
85,3678,2,Cobro/Pago (Cta externa),678.275620351503,Muy Malo,4068.78
85,3678,2,Cobro/Pago (Cta externa),111.02350794117,Muy Bueno,2475.13
85,3678,2,Cobro/Pago (Cta externa),122.007441617176,Muy Bueno,2065.63
85,3678,2,Cobro/Pago (Cta externa),300.611477663148,Regular,2080.56
85,3678,2,Cobro/Pago (Cta externa),611.506039319059,Bueno,3989.71
85,3678,2,Cobro/Pago (Cta externa),163.131364154845,Malo,1332.1
85,3678,2,Cobro/Pago (Cta externa),397.010495656154,Bueno,2925.74
85,3678,2,Cobro/Pago (Cta externa),156.162677581558,Muy Bueno,475.1
85,3678,2,Cobro/Pago (Cta externa),601.001569672624,Bueno,4629.37
85,3678,2,Cobro/Pago (Cta externa),196.027023076338,Muy Bueno,2781.37
85,3678,2,Cobro/Pago (Cta externa),490.974444265116,Bueno,3335.78
85,3678,2,Cobro/Pago (Cta externa),269.670863943746,Regular,2615.98
85,3678,2,Cobro/Pago (Cta externa),203.381490937098,Muy Bueno,2924.7
85,3678,2,Cobro/Pago (Cta externa),643.598006675025,Bueno,3587.02
85,3678,2,Cobro/Pago (Cta externa),552.756854977894,Bueno,3143.66
85,3678,2,Cobro/Pago (Cta externa),613.75627953482,Regular,2781.35
85,3678,2,Cobro/Pago (Cta externa),126.392900391367,Bueno,2545.48
85,3678,2,Cobro/Pago (Cta externa),170.179219277546,Malo,2760.14
85,3678,2,Cobro/Pago (Cta externa),590.824532706541,Malo,3635.62
85,3678,2,Cobro/Pago (Cta externa),247.381771191943,Muy Bueno,1405.81
85,3678,2,Cobro/Pago (Cta externa),231.282292862087,Muy Bueno,881.87
85,3678,2,Cobro/Pago (Cta externa),120.483442423211,Muy Bueno,2487.77
85,3678,2,Cobro/Pago (Cta externa),246.042780455872,Bueno,1639.84
85,3678,2,Cobro/Pago (Cta externa),733.653271017049,Bueno,5869.75
85,3678,2,Cobro/Pago (Cta externa),368.40017125534,Bueno,2987.21
85,3678,2,Cobro/Pago (Cta externa),435.021921581458,Malo,2699.7
85,3678,2,Cobro/Pago (Cta externa),248.950711046876,Bueno,1790.38
85,3678,2,Cobro/Pago (Cta externa),251.728676324161,Bueno,3379.92
85,3678,2,Cobro/Pago (Cta externa),177.406213248587,Muy Bueno,2620.67
85,3678,2,Cobro/Pago (Cta externa),478.238618524037,Muy Bueno,3589.59
85,3678,2,Cobro/Pago (Cta externa),81.1988767678646,Muy Bueno,2095.23
85,3678,2,Cobro/Pago (Cta externa),257.789194433998,Muy Bueno,2499.97
85,3678,2,Cobro/Pago (Cta externa),336.502287679984,Malo,2209.34
85,3678,2,Cobro/Pago (Cta externa),106.289547721886,Bueno,2026.36
85,3678,2,Cobro/Pago (Cta externa),92.3195303715694,Bueno,1451.36
85,3678,2,Cobro/Pago (Cta externa),163.411385017,Muy Bueno,2043.09
85,3678,2,Cobro/Pago (Cta externa),270.567035976277,Muy Bueno,2156.37
85,3678,2,Cobro/Pago (Cta externa),304.57074069141,Muy Bueno,3253.96
85,3678,2,Cobro/Pago (Cta externa),411.105270377652,Bueno,2906.13
85,3678,2,Cobro/Pago (Cta externa),248.871622723119,Bueno,3273.13
85,3678,2,Cobro/Pago (Cta externa),295.835885359578,Muy Bueno,2615.7
85,3678,2,Cobro/Pago (Cta externa),107.074845417455,Muy Bueno,1108.27
85,3678,2,Cobro/Pago (Cta externa),178.749686769941,Malo,2231.8
85,3678,2,Cobro/Pago (Cta externa),433.971455452202,Malo,1550.93
85,3678,2,Cobro/Pago (Cta externa),299.745718269073,Muy Malo,2118.46
85,3678,2,Cobro/Pago (Cta externa),224.940047114835,Bueno,1526.82
85,3678,2,Cobro/Pago (Cta externa),103.993606607338,Malo,2275.71
85,3678,2,Cobro/Pago (Cta externa),89.0916472727337,Bueno,2326.67
85,3678,2,Cobro/Pago (Cta externa),399.648961635714,Muy Bueno,1325.94
85,3678,2,Cobro/Pago (Cta externa),127.627710899515,Muy Bueno,1392.89
85,3678,2,Cobro/Pago (Cta externa),644.091008230946,Malo,2179.32
85,3678,2,Cobro/Pago (Cta externa),247.501132408395,Malo,1671.98
85,3678,2,Cobro/Pago (Cta externa),216.945853049515,Muy Bueno,2503.97
85,3678,2,Cobro/Pago (Cta externa),372.189086441976,Muy Bueno,2212.42
85,3678,2,Cobro/Pago (Cta externa),125.109938597461,Bueno,1920.98
85,3678,2,Cobro/Pago (Cta externa),310.312739104961,Muy Bueno,2458.16
85,3678,2,Cobro/Pago (Cta externa),214.836745284397,Bueno,2755.17
85,3678,2,Cobro/Pago (Cta externa),247.215095254991,Regular,2276.91
85,3678,2,Cobro/Pago (Cta externa),398.918285490581,Regular,2738.28
85,3678,2,Cobro/Pago (Cta externa),203.718177228315,Malo,3043.74
85,3678,2,Cobro/Pago (Cta externa),141.852962536814,Muy Bueno,2033.02
85,3678,2,Cobro/Pago (Cta externa),145.342187347034,Muy Malo,1199.2
85,3678,2,Cobro/Pago (Cta externa),136.105765341404,Malo,1816.97
85,3678,2,Cobro/Pago (Cta externa),479.178340446289,Muy Bueno,4447.79
85,3678,2,Cobro/Pago (Cta externa),368.668527967078,Malo,2030.93
85,3678,2,Cobro/Pago (Cta externa),269.966786310104,Regular,1810.51
85,3678,2,Cobro/Pago (Cta externa),119.191639397402,Bueno,869.21
85,3678,2,Cobro/Pago (Cta externa),175.432384885342,Malo,2105.18
85,3678,2,Cobro/Pago (Cta externa),252.632507165682,Bueno,2536.02
85,3678,2,Cobro/Pago (Cta externa),214.674809676932,Bueno,2172.77
85,3678,2,Cobro/Pago (Cta externa),117.073945347514,Bueno,1521.17
85,3678,2,Cobro/Pago (Cta externa),781.15973857575,Bueno,2456.84
85,3678,2,Cobro/Pago (Cta externa),176.208631173583,Malo,2090.88
85,3678,2,Cobro/Pago (Cta externa),504.239833997125,Bueno,3968.83
85,3678,2,Cobro/Pago (Cta externa),519.926325975094,Malo,3857.09
85,3678,2,Cobro/Pago (Cta externa),149.841694710405,Regular,2421.58
85,3678,2,Cobro/Pago (Cta externa),674.425228880579,Bueno,3971.44
85,3678,2,Cobro/Pago (Cta externa),172.48008275991,Malo,767.35
85,3678,2,Cobro/Pago (Cta externa),459.787779671682,Malo,3207.15
85,3678,2,Cobro/Pago (Cta externa),352.954652992021,Malo,2213.15
85,3678,2,Cobro/Pago (Cta externa),207.979035651066,Malo,1159.09
85,3678,2,Cobro/Pago (Cta externa),430.664792307967,Muy Malo,3641.68
85,3678,2,Cobro/Pago (Cta externa),271.473277894147,Regular,2083.26
85,3678,2,Cobro/Pago (Cta externa),415.028467184625,Muy Malo,2820.22
85,3678,2,Cobro/Pago (Cta externa),131.749212352175,Malo,2083.48
85,3678,2,Cobro/Pago (Cta externa),232.850295216855,Bueno,1808.19
85,3678,2,Cobro/Pago (Cta externa),607.002415612013,Malo,4307.45
85,3678,2,Cobro/Pago (Cta externa),524.912026088365,Bueno,2955.71
85,3678,2,Cobro/Pago (Cta externa),202.314126547043,Regular,2016.98
85,3678,2,Cobro/Pago (Cta externa),306.521716130147,Muy Bueno,1464.26
85,3678,2,Cobro/Pago (Cta externa),131.900722735726,Muy Bueno,2176.96
85,3678,2,Cobro/Pago (Cta externa),179.925317111702,Malo,2372.48
85,3678,2,Cobro/Pago (Cta externa),222.999837775958,Regular,2578.65
85,3678,2,Cobro/Pago (Cta externa),327.939093581569,Regular,2445.71
85,3678,2,Cobro/Pago (Cta externa),317.56853573228,Regular,3674.18
85,3678,2,Cobro/Pago (Cta externa),444.008015902325,Bueno,3684.07
85,3678,2,Cobro/Pago (Cta externa),148.341702668609,Regular,450.7
85,3678,2,Cobro/Pago (Cta externa),325.319156261306,Malo,3156.08
85,3678,2,Cobro/Pago (Cta externa),158.895883207277,Muy Bueno,1112.05
85,3678,2,Cobro/Pago (Cta externa),219.416770231517,Bueno,1367.72
85,3678,2,Cobro/Pago (Cta externa),310.981211100136,Bueno,2986.61
85,3678,2,Cobro/Pago (Cta externa),263.707556431634,Bueno,2112.13
85,3678,2,Cobro/Pago (Cta externa),541.75641091474,Malo,3633.77
85,3678,2,Cobro/Pago (Cta externa),437.655590422159,Bueno,4082.82
85,3678,2,Cobro/Pago (Cta externa),538.634556783718,Bueno,2695.47
85,3678,2,Cobro/Pago (Cta externa),207.666020620305,Bueno,3041.93
85,3678,2,Cobro/Pago (Cta externa),105.248971611288,Malo,2335.27
85,3678,2,Cobro/Pago (Cta externa),1336.56830662497,Malo,3419.45
85,3678,2,Cobro/Pago (Cta externa),315.628771721989,Regular,959.5
85,3678,2,Cobro/Pago (Cta externa),324.680436789821,Bueno,2656.07
85,3678,2,Cobro/Pago (Cta externa),586.42180319581,Muy Malo,2811.58
85,3678,2,Cobro/Pago (Cta externa),357.994765265028,Muy Malo,2914.86
85,3678,2,Cobro/Pago (Cta externa),358.037544487086,Malo,3494.7
85,3678,2,Cobro/Pago (Cta externa),542.032950454351,Bueno,3083.84
85,3678,2,Cobro/Pago (Cta externa),338.335862003078,Muy Bueno,1491.08
85,3678,2,Cobro/Pago (Cta externa),188.518081473262,Malo,1296.61
85,3678,3,Deposito,162.164072208713,Muy Bueno,3273.09
85,3678,3,Deposito,42.763681050965,Bueno,2191.63
85,3678,3,Deposito,146.93124426084,Bueno,1526
85,3678,3,Deposito,175.363413043702,Regular,2291.81
85,3678,3,Deposito,352.897167891059,Regular,3156.52
85,3678,3,Deposito,123.025884291716,Muy Bueno,1946.52
85,3678,3,Deposito,122.90164147566,Muy Bueno,2975.86
85,3678,3,Deposito,42.4131029048116,Muy Bueno,2094.87
85,3678,3,Deposito,134.810100382645,Regular,2224.66
85,3678,3,Deposito,132.304016084771,Malo,2691.74
85,3678,3,Deposito,55.845006466202,Bueno,2189.24
85,3678,3,Deposito,72.8617884273269,Regular,1396.4
85,3678,3,Deposito,105.418898993052,Bueno,2612.29
85,3678,3,Deposito,138.953357399693,Muy Bueno,1541.41
85,3678,3,Deposito,146.37498939508,Muy Bueno,3296.29
85,3678,3,Deposito,227.894730697211,Regular,1755.37
85,3678,3,Deposito,21.7221148126586,Regular,1113.17
85,3678,3,Deposito,224.168814943398,Bueno,2161.96
85,3678,3,Deposito,176.609116384884,Bueno,2617.97
85,3678,3,Deposito,73.8151671675372,Muy Bueno,2148.74
85,3678,3,Deposito,75.7126680924149,Bueno,1605.33
85,3678,3,Deposito,109.216651344454,Malo,1434.48
85,3678,3,Deposito,149.267466900723,Muy Bueno,4026.5
85,3678,3,Deposito,163.638895380025,Regular,2038.12
85,3678,3,Deposito,70.7446007676541,Bueno,1581.17
85,3678,3,Deposito,139.229136816816,Bueno,1684.25
85,3678,3,Deposito,282.21558358745,Muy Bueno,3977.37
85,3678,3,Deposito,41.6189197679508,Bueno,2153.92
85,3678,3,Deposito,122.520612876785,Regular,2022.87
85,3678,3,Deposito,124.103869972564,Muy Bueno,2798.87
85,3678,3,Deposito,151.323579672151,Muy Bueno,2857.47
85,3678,3,Deposito,59.5342599354836,Muy Bueno,815.71
85,3678,3,Deposito,171.093021129143,Muy Bueno,2202.96
85,3678,3,Deposito,115.319005805711,Muy Bueno,3207.2
85,3678,3,Deposito,154.697697715688,Muy Bueno,1324.14
85,3678,3,Deposito,85.401803717883,Regular,3087.78
85,3678,3,Deposito,120.391650477874,Regular,2317.12
85,3678,3,Deposito,81.3242138305208,Muy Bueno,2668.61
85,3678,3,Deposito,208.963905738939,Malo,3754.27
85,3678,3,Deposito,133.085488437251,Regular,2306.01
85,3678,3,Deposito,70.2771658185511,Malo,1381.7
85,3678,3,Deposito,138.192057540189,Malo,1452.61
85,3678,3,Deposito,80.3961969816777,Regular,1058.72
85,3678,3,Deposito,156.467331328964,Muy Bueno,2728.6
85,3678,3,Deposito,366.394167494108,Muy Bueno,3451.06
85,3678,3,Deposito,132.538555503274,Regular,2348.28
85,3678,3,Deposito,225.100623850137,Regular,2715.73
85,3678,3,Deposito,84.7022864935753,Bueno,1024.35
85,3678,3,Deposito,68.636682476591,Regular,2200.73
85,3678,3,Deposito,63.0418886626257,Muy Bueno,467.49
85,3678,3,Deposito,188.023171357747,Muy Bueno,2360.98
85,3678,3,Deposito,310.271979661089,Regular,2066.39
85,3678,3,Deposito,57.4105421663872,Regular,2182.06
85,3678,3,Deposito,91.2948313395574,Bueno,983.5
85,3678,3,Deposito,131.05054111913,Regular,2114.04
85,3678,3,Deposito,187.589496119608,Muy Bueno,1206.71
85,3678,3,Deposito,94.1779048343992,Regular,1104.88
85,3678,3,Deposito,268.410308670835,Regular,3242.65
85,3678,3,Deposito,72.526750276626,Regular,966.61
85,3678,3,Deposito,47.4691155667684,Regular,754.66
85,3678,3,Deposito,48.125545122287,Regular,1755.18
85,3678,3,Deposito,115.232461717528,Muy Bueno,860.97
85,3678,3,Deposito,104.22444360591,Regular,1967.33
85,3678,3,Deposito,65.2034189754847,Muy Bueno,2133.53
85,3678,3,Deposito,140.011921023472,Regular,1718.18
85,3678,3,Deposito,69.9709804440475,Muy Bueno,1138.4
85,3678,3,Deposito,53.6738129583328,Muy Bueno,1136.46
85,3678,3,Deposito,198.287863111104,Regular,2291.1
85,3678,3,Deposito,130.936533169672,Muy Bueno,2592.62
85,3678,3,Deposito,151.113867304543,Malo,1486.8
85,3678,3,Deposito,72.2583039279242,Muy Bueno,961.11
85,3678,3,Deposito,103.481724219286,Regular,1283.35
85,3678,3,Deposito,111.580903156802,Regular,3100.92
85,3678,3,Deposito,170.461890747154,Muy Bueno,1327.64
85,3678,3,Deposito,100.090833114489,Regular,1493.06
85,3678,3,Deposito,75.5955319012076,Regular,1850.71
85,3678,3,Deposito,146.860470476334,Regular,2178.11
85,3678,3,Deposito,75.3409521259933,Muy Bueno,1670.42
85,3678,3,Deposito,85.1855551163793,Regular,2193.14
85,3678,3,Deposito,43.9024210586119,Regular,1520.87
85,3678,3,Deposito,178.947254823346,Regular,3857.75
85,3678,3,Deposito,103.963089181778,Bueno,2450.43
85,3678,3,Deposito,185.259547604138,Bueno,1258.12
85,3678,3,Deposito,140.66966319022,Bueno,694.06
85,3678,3,Deposito,86.6680049804527,Malo,2171.25
85,3678,3,Deposito,80.7136801478081,Bueno,965.09
85,3678,3,Deposito,102.033750010434,Muy Bueno,1486.62
85,3678,3,Deposito,75.7256059016905,Malo,2049.86
85,3678,3,Deposito,244.105500903738,Regular,2272.58
85,3678,3,Deposito,76.525807729678,Muy Bueno,1600.64
85,3678,3,Deposito,220.382743787089,Muy Bueno,2350.5
85,3678,3,Deposito,45.5504321384171,Muy Bueno,816.69
85,3678,3,Deposito,105.259093646047,Muy Bueno,1243.18
85,3678,3,Deposito,83.0889774269966,Muy Bueno,720.3
85,3678,3,Deposito,245.571306626653,Regular,3189.58
85,3678,3,Deposito,89.01356169753,Bueno,2770.07
85,3678,3,Deposito,155.332208422529,Muy Malo,2613.75
85,3678,3,Deposito,66.1713608785685,Muy Bueno,1978.54
85,3678,3,Deposito,70.3578107819674,Malo,1684.38
85,3678,3,Deposito,89.8861698846843,Muy Bueno,1478.33
85,3678,3,Deposito,174.555980959944,Bueno,1974.96
85,3678,3,Deposito,107.999774450615,Muy Bueno,2902.93
85,3678,3,Deposito,45.5620351159323,Malo,1682.47
85,3678,3,Deposito,63.0264207676442,Regular,2271.63
85,3678,3,Deposito,56.9971905705578,Muy Bueno,1113.87
85,3678,3,Deposito,24.792627607684,Muy Bueno,593.25
85,3678,3,Deposito,151.789854846855,Bueno,2314.61
85,3678,3,Deposito,109.046436292119,Muy Bueno,1206.5
85,3678,3,Deposito,87.2298770135766,Muy Bueno,2016.7
85,3678,3,Deposito,81.7926764797737,Muy Malo,1571.17
85,3678,3,Deposito,132.934614478753,Muy Malo,2014.2
85,3678,3,Deposito,217.735459019485,Bueno,2708.8
85,3678,3,Deposito,118.114014083411,Bueno,1490.69
85,3678,3,Deposito,102.482824723309,Regular,1358.95
85,3678,3,Deposito,64.2195929643951,Regular,940.51
85,3678,3,Deposito,351.162870611879,Muy Bueno,3448.18
85,3678,3,Deposito,84.4047803757853,Muy Bueno,548
85,3678,3,Deposito,38.7595855163835,Muy Bueno,2159.61
85,3678,3,Deposito,106.773685869872,Muy Malo,1735.06
85,3678,3,Deposito,102.647980371347,Bueno,2134.71
85,3678,3,Deposito,71.4344023900936,Regular,1670.88
85,3678,3,Deposito,111.620295044896,Malo,1244.94
85,3678,3,Deposito,115.345372630791,Bueno,2066.25
85,3678,3,Deposito,127.916125351272,Bueno,2545.38
85,3678,3,Deposito,45.7182672068403,Muy Bueno,1235.08
85,3678,3,Deposito,39.7210612201551,Regular,974.69
